tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003039,Bharti Airtel,,2025-02-17,,2025-03-18,POM
S0003039,Bharti Airtel,,2024-12-27,,2025-01-28,POM
S0003039,Bharti Airtel,,2024-07-31,,2024-08-20,AGM
S0003039,Bharti Airtel,,2023-12-29,,2024-01-30,POM
S0003039,Bharti Airtel,,2023-05-16,,2023-08-24,AGM
S0003039,Bharti Airtel,,2022-05-17,,2022-08-12,AGM
S0003039,Bharti Airtel,,2022-02-10,,2022-02-26,EGM
S0003039,Bharti Airtel,,2021-08-05,,2021-08-31,AGM
S0003039,Bharti Airtel,,2021-03-03,,2021-03-19,EGM
