displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,3483.50,,,2024,Annual
Cash Equivalents ,CashEquivalents,3432.00,,,2024,Annual
Short Term Investments ,ShortTermInvestments,4069.20,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,10984.70,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,11345.30,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,18302.50,,,2024,Annual
Total Inventory ,TotalInventory,740.00,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,1177.50,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,27071.40,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,58276.10,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,315746.10,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-153197.30,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,171456.50,,,2024,Annual
Goodwill Net ,GoodwillNet,26501.70,,,2024,Annual
Intangibles Net ,IntangiblesNet,122249.00,,,2024,Annual
Long Term Investments ,LongTermInvestments,31332.80,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,9591.70,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,25123.20,,,2024,Annual
Total Assets ,TotalAssets,444531.00,,,2024,Annual
Accounts Payable ,AccountsPayable,35132.50,,,2024,Annual
Accrued Expenses ,AccruedExpenses,1605.00,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,7784.40,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,22918.20,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,71227.70,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,138667.80,,,2024,Annual
Long Term Debt ,LongTermDebt,130962.60,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,53927.10,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,184889.70,,,2024,Annual
Total Debt ,TotalDebt,215592.30,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,2511.80,,,2024,Annual
Minority Interest ,MinorityInterest,23545.10,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,12897.80,,,2024,Annual
Total Liabilities ,TotalLiabilities,362512.20,,,2024,Annual
Common Stock Total ,CommonStockTotal,2876.60,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,68744.40,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),29334.90,,,2024,Annual
Treasury Stock- Common ,TreasuryStock-Common,-250.50,,,2024,Annual
Other Equity Total ,OtherEquityTotal,-18686.60,,,2024,Annual
Total Equity ,TotalEquity,82018.80,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,444531.00,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,565.20,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-118.07,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
