displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,31.72
Gross Margin - 5 year average,grossMargin5YearAverage,66.72
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),31.72
Operating Margin - 5 year average,operatingMargin5YearAverage,22.29
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,21.67
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,68.49
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,21.67
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,6.36
Pretax Margin - 5 year average,pretaxMargin5YearAverage,9.66
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,17.56
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,22.20
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,22.20
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,14.19
Gross Margin - trailing 12 month,grossMarginTrailing12Month,68.49
