displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,2.64
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,88.42
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,303687.00
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,1.88
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,303687.00
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),1.41
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,0.37
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,0.37
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,27.17
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,0.37
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,88.42
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,1.41
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,1.88
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,2.76
Current ratio - most recent quarter,currentRatioMostRecentQuarter,0.37
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,27.17
