tickerId,companyName,remarks,boardMeetDate,purpose
S0003039,Bharti Airtel,,2025-05-13,Audited Results & Final Dividend
S0003039,Bharti Airtel,,2025-02-06,Quarterly Results
S0003039,Bharti Airtel,,2024-10-28,Quarterly Results
S0003039,Bharti Airtel,,2024-08-05,Quarterly Results
S0003039,Bharti Airtel,,2024-05-14,Audited Results & Dividend
S0003039,Bharti Airtel,,2024-02-05,Quarterly Results
S0003039,Bharti Airtel,,2023-10-31,Quarterly Results
S0003039,Bharti Airtel,,2023-08-03,Quarterly Results
S0003039,Bharti Airtel,,2023-05-16,Audited Results & Dividend
S0003039,Bharti Airtel,,2023-02-07,Quarterly Results
S0003039,Bharti Airtel,,2022-10-31,Quarterly Results
S0003039,Bharti Airtel,,2022-08-08,Audited Results
S0003039,Bharti Airtel,,2022-05-17,Audited Results & Dividend
S0003039,Bharti Airtel,To consider Fund Raising,2022-02-08,Quarterly Results & Others
S0003039,Bharti Airtel,,2022-01-28,Preferential issue of shares
S0003039,Bharti Airtel,,2021-11-02,Quarterly Results
S0003039,Bharti Airtel,"Inter alia, to consider and approve various capital raising options through equity or equity linked or debt instruments or any combination there-of, as the Board may deem appropriate.",2021-08-29,To consider raising of funds
S0003039,Bharti Airtel,,2021-08-03,Quarterly Results
S0003039,Bharti Airtel,,2021-05-17,Audited Results
S0003039,Bharti Airtel,"Inter alia, to discuss the future strategic plans and reorganization of shareholding framework of subsidiary company(ies) which may result in consolidation/ acquisition of shares of subsidiary company",2021-02-17,Preferential Issue of shares
S0003039,Bharti Airtel,,2021-02-03,Quarterly Results
