displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,7.22
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,13.00
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,7.82
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,18.40
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,13.00
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,7.82
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,91.47
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),133.66
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,2.12
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,34.30
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,28.40
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.36
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.36
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),34.30
Return on investment - 5 year average,returnOnInvestment5YearAverage,3.42
