displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,383985.00
Revenue - trailing 12 month,revenueTrailing12Month),1729852.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,335561.00
EBITD - trailing 12 month,eBITDTrailing12Month,931592.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,335561.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,44.18
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1729852.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,264433.60
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,383985.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,311117.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,931592.00
