displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,16918.10,,,2024,Interim
Short Term Investments ,ShortTermInvestments,30040.00,,,2024,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,46958.10,,,2024,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,5509.90,,,2024,Interim
Total Receivables Net ,TotalReceivablesNet,5509.90,,,2024,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,11820.20,,,2024,Interim
Total Current Assets ,TotalCurrentAssets,64288.20,,,2024,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,165559.80,,,2024,Interim
Intangibles Net ,IntangiblesNet,152194.20,,,2024,Interim
Long Term Investments ,LongTermInvestments,32585.10,,,2024,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,31065.40,,,2024,Interim
Total Assets ,TotalAssets,445692.70,,,2024,Interim
Accounts Payable ,AccountsPayable,36784.30,,,2024,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2024,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,26208.30,,,2024,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,70328.40,,,2024,Interim
Total Current Liabilities ,TotalCurrentLiabilities,133321.00,,,2024,Interim
Long Term Debt ,LongTermDebt,192277.00,,,2024,Interim
Total Long Term Debt ,TotalLongTermDebt,192277.00,,,2024,Interim
Total Debt ,TotalDebt,218485.30,,,2024,Interim
Deferred Income Tax ,DeferredIncomeTax,2233.50,,,2024,Interim
Minority Interest ,MinorityInterest,24461.50,,,2024,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,14314.30,,,2024,Interim
Total Liabilities ,TotalLiabilities,366607.30,,,2024,Interim
Common Stock Total ,CommonStockTotal,79085.40,,,2024,Interim
Total Equity ,TotalEquity,79085.40,,,2024,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,445692.70,,,2024,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,562.17,,,2024,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-130.05,,,2024,Interim
period Length ,periodLength,0.00,,,2024,Interim
