displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,16719.90,,,2025,Annual
Short Term Investments ,ShortTermInvestments,28419.40,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,45139.30,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,7455.70,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,7455.70,,,2025,Annual
Total Inventory ,TotalInventory,451.70,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,14542.10,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,67588.80,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,214110.10,,,2025,Annual
Goodwill Net ,GoodwillNet,51697.40,,,2025,Annual
Intangibles Net ,IntangiblesNet,133659.60,,,2025,Annual
Long Term Investments ,LongTermInvestments,7932.20,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2797.40,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,36574.90,,,2025,Annual
Total Assets ,TotalAssets,514360.40,,,2025,Annual
Accounts Payable ,AccountsPayable,38153.70,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,53108.20,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,89178.30,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,180440.20,,,2025,Annual
Long Term Debt ,LongTermDebt,104863.80,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,55670.10,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,160533.90,,,2025,Annual
Total Debt ,TotalDebt,213642.10,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,9354.90,,,2025,Annual
Minority Interest ,MinorityInterest,39795.80,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,10563.70,,,2025,Annual
Total Liabilities ,TotalLiabilities,400688.50,,,2025,Annual
Common Stock Total ,CommonStockTotal,2900.10,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),110771.80,,,2025,Annual
Total Equity ,TotalEquity,113671.90,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,514360.40,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,569.80,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-125.81,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
