displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,9901.00,,,2024,Interim
Depreciation/ Depletion ,Depreciation/Depletion,29462.40,,,2024,Interim
Non- Cash Items ,Non-CashItems,20546.10,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,1463.90,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,61373.40,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-34687.90,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-4885.50,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-39573.40,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-10247.90,,,2024,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-4226.10,,,2024,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,302.20,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-7862.90,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-22034.70,,,2024,Interim
Foreign Exchange Effects ,ForeignExchangeEffects,-1064.60,,,2024,Interim
Net Changein Cash ,NetChangeinCash,-1299.30,,,2024,Interim
Cash Interest Paid ,CashInterestPaid,10107.10,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,2355.40,,,2024,Interim
period Length ,periodLength,9,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
