tickerId,companyName,remarks,recordDate,xrDate,offerredInstrumentName,faceValueOfferedInstrument,ratios,dateOfAnnouncement,sortDate,rightsPremium
S0003039,Bharti Airtel,Rights issue of equity shares in the ratio 1:14 of Rs. 5/- @ premium of Rs. 530/-.,2021-09-28,2021-09-27,Equity Share - PP,5,1:14,2021-08-29,2021-09-27,530
